x,2x,x^2,5,y
501,1002,251001,5,252008
502,1004,252004,5,253013
503,1006,253009,5,254020
504,1008,254016,5,255029
505,1010,255025,5,256040
506,1012,256036,5,257053
507,1014,257049,5,258068
508,1016,258064,5,259085
509,1018,259081,5,260104
510,1020,260100,5,261125
511,1022,261121,5,262148
512,1024,262144,5,263173
513,1026,263169,5,264200
514,1028,264196,5,265229
515,1030,265225,5,266260
516,1032,266256,5,267293
517,1034,267289,5,268328
518,1036,268324,5,269365
519,1038,269361,5,270404
520,1040,270400,5,271445
521,1042,271441,5,272488
522,1044,272484,5,273533
523,1046,273529,5,274580
524,1048,274576,5,275629
525,1050,275625,5,276680
526,1052,276676,5,277733
527,1054,277729,5,278788
528,1056,278784,5,279845
529,1058,279841,5,280904
530,1060,280900,5,281965
531,1062,281961,5,283028
532,1064,283024,5,284093
533,1066,284089,5,285160
534,1068,285156,5,286229
535,1070,286225,5,287300
536,1072,287296,5,288373
537,1074,288369,5,289448
538,1076,289444,5,290525
539,1078,290521,5,291604
540,1080,291600,5,292685
541,1082,292681,5,293768
542,1084,293764,5,294853
543,1086,294849,5,295940
544,1088,295936,5,297029
545,1090,297025,5,298120
546,1092,298116,5,299213
547,1094,299209,5,300308
548,1096,300304,5,301405
549,1098,301401,5,302504
550,1100,302500,5,303605
551,1102,303601,5,304708
552,1104,304704,5,305813
553,1106,305809,5,306920
554,1108,306916,5,308029
555,1110,308025,5,309140
556,1112,309136,5,310253
557,1114,310249,5,311368
558,1116,311364,5,312485
559,1118,312481,5,313604
560,1120,313600,5,314725
561,1122,314721,5,315848
562,1124,315844,5,316973
563,1126,316969,5,318100
564,1128,318096,5,319229
565,1130,319225,5,320360
566,1132,320356,5,321493
567,1134,321489,5,322628
568,1136,322624,5,323765
569,1138,323761,5,324904
570,1140,324900,5,326045
571,1142,326041,5,327188
572,1144,327184,5,328333
573,1146,328329,5,329480
574,1148,329476,5,330629
575,1150,330625,5,331780
576,1152,331776,5,332933
577,1154,332929,5,334088
578,1156,334084,5,335245
579,1158,335241,5,336404
580,1160,336400,5,337565
581,1162,337561,5,338728
582,1164,338724,5,339893
583,1166,339889,5,341060
584,1168,341056,5,342229
585,1170,342225,5,343400
586,1172,343396,5,344573
587,1174,344569,5,345748
588,1176,345744,5,346925
589,1178,346921,5,348104
590,1180,348100,5,349285
591,1182,349281,5,350468
592,1184,350464,5,351653
593,1186,351649,5,352840
594,1188,352836,5,354029
595,1190,354025,5,355220
596,1192,355216,5,356413
597,1194,356409,5,357608
598,1196,357604,5,358805
599,1198,358801,5,360004
600,1200,360000,5,361205
601,1202,361201,5,362408
602,1204,362404,5,363613
603,1206,363609,5,364820
604,1208,364816,5,366029
605,1210,366025,5,367240
606,1212,367236,5,368453
607,1214,368449,5,369668
608,1216,369664,5,370885
609,1218,370881,5,372104
610,1220,372100,5,373325
611,1222,373321,5,374548
612,1224,374544,5,375773
613,1226,375769,5,377000
614,1228,376996,5,378229
615,1230,378225,5,379460
616,1232,379456,5,380693
617,1234,380689,5,381928
618,1236,381924,5,383165
619,1238,383161,5,384404
620,1240,384400,5,385645
621,1242,385641,5,386888
622,1244,386884,5,388133
623,1246,388129,5,389380
624,1248,389376,5,390629
625,1250,390625,5,391880
626,1252,391876,5,393133
627,1254,393129,5,394388
628,1256,394384,5,395645
629,1258,395641,5,396904
630,1260,396900,5,398165
631,1262,398161,5,399428
632,1264,399424,5,400693
633,1266,400689,5,401960
634,1268,401956,5,403229
635,1270,403225,5,404500
636,1272,404496,5,405773
637,1274,405769,5,407048
638,1276,407044,5,408325
639,1278,408321,5,409604
640,1280,409600,5,410885
641,1282,410881,5,412168
642,1284,412164,5,413453
643,1286,413449,5,414740
644,1288,414736,5,416029
645,1290,416025,5,417320
646,1292,417316,5,418613
647,1294,418609,5,419908
648,1296,419904,5,421205
649,1298,421201,5,422504
650,1300,422500,5,423805
651,1302,423801,5,425108
652,1304,425104,5,426413
653,1306,426409,5,427720
654,1308,427716,5,429029
655,1310,429025,5,430340
656,1312,430336,5,431653
657,1314,431649,5,432968
658,1316,432964,5,434285
659,1318,434281,5,435604
660,1320,435600,5,436925
661,1322,436921,5,438248
662,1324,438244,5,439573
663,1326,439569,5,440900
664,1328,440896,5,442229
665,1330,442225,5,443560
666,1332,443556,5,444893
667,1334,444889,5,446228
668,1336,446224,5,447565
669,1338,447561,5,448904
670,1340,448900,5,450245
671,1342,450241,5,451588
672,1344,451584,5,452933
673,1346,452929,5,454280
674,1348,454276,5,455629
675,1350,455625,5,456980
676,1352,456976,5,458333
677,1354,458329,5,459688
678,1356,459684,5,461045
679,1358,461041,5,462404
680,1360,462400,5,463765
681,1362,463761,5,465128
682,1364,465124,5,466493
683,1366,466489,5,467860
684,1368,467856,5,469229
685,1370,469225,5,470600
686,1372,470596,5,471973
687,1374,471969,5,473348
688,1376,473344,5,474725
689,1378,474721,5,476104
690,1380,476100,5,477485
691,1382,477481,5,478868
692,1384,478864,5,480253
693,1386,480249,5,481640
694,1388,481636,5,483029
695,1390,483025,5,484420
696,1392,484416,5,485813
697,1394,485809,5,487208
698,1396,487204,5,488605
699,1398,488601,5,490004
700,1400,490000,5,491405
701,1402,491401,5,492808
702,1404,492804,5,494213
703,1406,494209,5,495620
704,1408,495616,5,497029
705,1410,497025,5,498440
706,1412,498436,5,499853
707,1414,499849,5,501268
708,1416,501264,5,502685
709,1418,502681,5,504104
710,1420,504100,5,505525
711,1422,505521,5,506948
712,1424,506944,5,508373
713,1426,508369,5,509800
714,1428,509796,5,511229
715,1430,511225,5,512660
716,1432,512656,5,514093
717,1434,514089,5,515528
718,1436,515524,5,516965
719,1438,516961,5,518404
720,1440,518400,5,519845
721,1442,519841,5,521288
722,1444,521284,5,522733
723,1446,522729,5,524180
724,1448,524176,5,525629
725,1450,525625,5,527080
726,1452,527076,5,528533
727,1454,528529,5,529988
728,1456,529984,5,531445
729,1458,531441,5,532904
730,1460,532900,5,534365
731,1462,534361,5,535828
732,1464,535824,5,537293
733,1466,537289,5,538760
734,1468,538756,5,540229
735,1470,540225,5,541700
736,1472,541696,5,543173
737,1474,543169,5,544648
738,1476,544644,5,546125
739,1478,546121,5,547604
740,1480,547600,5,549085
741,1482,549081,5,550568
742,1484,550564,5,552053
743,1486,552049,5,553540
744,1488,553536,5,555029
745,1490,555025,5,556520
746,1492,556516,5,558013
747,1494,558009,5,559508
748,1496,559504,5,561005
749,1498,561001,5,562504
750,1500,562500,5,564005
751,1502,564001,5,565508
752,1504,565504,5,567013
753,1506,567009,5,568520
754,1508,568516,5,570029
755,1510,570025,5,571540
756,1512,571536,5,573053
757,1514,573049,5,574568
758,1516,574564,5,576085
759,1518,576081,5,577604
760,1520,577600,5,579125
761,1522,579121,5,580648
762,1524,580644,5,582173
763,1526,582169,5,583700
764,1528,583696,5,585229
765,1530,585225,5,586760
766,1532,586756,5,588293
767,1534,588289,5,589828
768,1536,589824,5,591365
769,1538,591361,5,592904
770,1540,592900,5,594445
771,1542,594441,5,595988
772,1544,595984,5,597533
773,1546,597529,5,599080
774,1548,599076,5,600629
775,1550,600625,5,602180
776,1552,602176,5,603733
777,1554,603729,5,605288
778,1556,605284,5,606845
779,1558,606841,5,608404
780,1560,608400,5,609965
781,1562,609961,5,611528
782,1564,611524,5,613093
783,1566,613089,5,614660
784,1568,614656,5,616229
785,1570,616225,5,617800
786,1572,617796,5,619373
787,1574,619369,5,620948
788,1576,620944,5,622525
789,1578,622521,5,624104
790,1580,624100,5,625685
791,1582,625681,5,627268
792,1584,627264,5,628853
793,1586,628849,5,630440
794,1588,630436,5,632029
795,1590,632025,5,633620
796,1592,633616,5,635213
797,1594,635209,5,636808
798,1596,636804,5,638405
799,1598,638401,5,640004
800,1600,640000,5,641605
801,1602,641601,5,643208
802,1604,643204,5,644813
803,1606,644809,5,646420
804,1608,646416,5,648029
805,1610,648025,5,649640
806,1612,649636,5,651253
807,1614,651249,5,652868
808,1616,652864,5,654485
809,1618,654481,5,656104
810,1620,656100,5,657725
811,1622,657721,5,659348
812,1624,659344,5,660973
813,1626,660969,5,662600
814,1628,662596,5,664229
815,1630,664225,5,665860
816,1632,665856,5,667493
817,1634,667489,5,669128
818,1636,669124,5,670765
819,1638,670761,5,672404
820,1640,672400,5,674045
821,1642,674041,5,675688
822,1644,675684,5,677333
823,1646,677329,5,678980
824,1648,678976,5,680629
825,1650,680625,5,682280
826,1652,682276,5,683933
827,1654,683929,5,685588
828,1656,685584,5,687245
829,1658,687241,5,688904
830,1660,688900,5,690565
831,1662,690561,5,692228
832,1664,692224,5,693893
833,1666,693889,5,695560
834,1668,695556,5,697229
835,1670,697225,5,698900
836,1672,698896,5,700573
837,1674,700569,5,702248
838,1676,702244,5,703925
839,1678,703921,5,705604
840,1680,705600,5,707285
841,1682,707281,5,708968
842,1684,708964,5,710653
843,1686,710649,5,712340
844,1688,712336,5,714029
845,1690,714025,5,715720
846,1692,715716,5,717413
847,1694,717409,5,719108
848,1696,719104,5,720805
849,1698,720801,5,722504
850,1700,722500,5,724205
851,1702,724201,5,725908
852,1704,725904,5,727613
853,1706,727609,5,729320
854,1708,729316,5,731029
855,1710,731025,5,732740
856,1712,732736,5,734453
857,1714,734449,5,736168
858,1716,736164,5,737885
859,1718,737881,5,739604
860,1720,739600,5,741325
861,1722,741321,5,743048
862,1724,743044,5,744773
863,1726,744769,5,746500
864,1728,746496,5,748229
865,1730,748225,5,749960
866,1732,749956,5,751693
867,1734,751689,5,753428
868,1736,753424,5,755165
869,1738,755161,5,756904
870,1740,756900,5,758645
871,1742,758641,5,760388
872,1744,760384,5,762133
873,1746,762129,5,763880
874,1748,763876,5,765629
875,1750,765625,5,767380
876,1752,767376,5,769133
877,1754,769129,5,770888
878,1756,770884,5,772645
879,1758,772641,5,774404
880,1760,774400,5,776165
881,1762,776161,5,777928
882,1764,777924,5,779693
883,1766,779689,5,781460
884,1768,781456,5,783229
885,1770,783225,5,785000
886,1772,784996,5,786773
887,1774,786769,5,788548
888,1776,788544,5,790325
889,1778,790321,5,792104
890,1780,792100,5,793885
891,1782,793881,5,795668
892,1784,795664,5,797453
893,1786,797449,5,799240
894,1788,799236,5,801029
895,1790,801025,5,802820
896,1792,802816,5,804613
897,1794,804609,5,806408
898,1796,806404,5,808205
899,1798,808201,5,810004
900,1800,810000,5,811805
901,1802,811801,5,813608
902,1804,813604,5,815413
903,1806,815409,5,817220
904,1808,817216,5,819029
905,1810,819025,5,820840
906,1812,820836,5,822653
907,1814,822649,5,824468
908,1816,824464,5,826285
909,1818,826281,5,828104
910,1820,828100,5,829925
911,1822,829921,5,831748
912,1824,831744,5,833573
913,1826,833569,5,835400
914,1828,835396,5,837229
915,1830,837225,5,839060
916,1832,839056,5,840893
917,1834,840889,5,842728
918,1836,842724,5,844565
919,1838,844561,5,846404
920,1840,846400,5,848245
921,1842,848241,5,850088
922,1844,850084,5,851933
923,1846,851929,5,853780
924,1848,853776,5,855629
925,1850,855625,5,857480
926,1852,857476,5,859333
927,1854,859329,5,861188
928,1856,861184,5,863045
929,1858,863041,5,864904
930,1860,864900,5,866765
931,1862,866761,5,868628
932,1864,868624,5,870493
933,1866,870489,5,872360
934,1868,872356,5,874229
935,1870,874225,5,876100
936,1872,876096,5,877973
937,1874,877969,5,879848
938,1876,879844,5,881725
939,1878,881721,5,883604
940,1880,883600,5,885485
941,1882,885481,5,887368
942,1884,887364,5,889253
943,1886,889249,5,891140
944,1888,891136,5,893029
945,1890,893025,5,894920
946,1892,894916,5,896813
947,1894,896809,5,898708
948,1896,898704,5,900605
949,1898,900601,5,902504
950,1900,902500,5,904405
951,1902,904401,5,906308
952,1904,906304,5,908213
953,1906,908209,5,910120
954,1908,910116,5,912029
955,1910,912025,5,913940
956,1912,913936,5,915853
957,1914,915849,5,917768
958,1916,917764,5,919685
959,1918,919681,5,921604
960,1920,921600,5,923525
961,1922,923521,5,925448
962,1924,925444,5,927373
963,1926,927369,5,929300
964,1928,929296,5,931229
965,1930,931225,5,933160
966,1932,933156,5,935093
967,1934,935089,5,937028
968,1936,937024,5,938965
969,1938,938961,5,940904
970,1940,940900,5,942845
971,1942,942841,5,944788
972,1944,944784,5,946733
973,1946,946729,5,948680
974,1948,948676,5,950629
975,1950,950625,5,952580
976,1952,952576,5,954533
977,1954,954529,5,956488
978,1956,956484,5,958445
979,1958,958441,5,960404
980,1960,960400,5,962365
981,1962,962361,5,964328
982,1964,964324,5,966293
983,1966,966289,5,968260
984,1968,968256,5,970229
985,1970,970225,5,972200
986,1972,972196,5,974173
987,1974,974169,5,976148
988,1976,976144,5,978125
989,1978,978121,5,980104
990,1980,980100,5,982085
991,1982,982081,5,984068
992,1984,984064,5,986053
993,1986,986049,5,988040
994,1988,988036,5,990029
995,1990,990025,5,992020
996,1992,992016,5,994013
997,1994,994009,5,996008
998,1996,996004,5,998005
999,1998,998001,5,1000004
1000,2000,1000000,5,1002005
1001,2002,1002001,5,1004008
1002,2004,1004004,5,1006013
1003,2006,1006009,5,1008020
1004,2008,1008016,5,1010029
1005,2010,1010025,5,1012040
1006,2012,1012036,5,1014053
1007,2014,1014049,5,1016068
1008,2016,1016064,5,1018085
1009,2018,1018081,5,1020104
1010,2020,1020100,5,1022125
1011,2022,1022121,5,1024148
1012,2024,1024144,5,1026173
1013,2026,1026169,5,1028200
1014,2028,1028196,5,1030229
1015,2030,1030225,5,1032260
1016,2032,1032256,5,1034293
1017,2034,1034289,5,1036328
1018,2036,1036324,5,1038365
1019,2038,1038361,5,1040404
1020,2040,1040400,5,1042445
1021,2042,1042441,5,1044488
1022,2044,1044484,5,1046533
1023,2046,1046529,5,1048580
1024,2048,1048576,5,1050629
1025,2050,1050625,5,1052680
1026,2052,1052676,5,1054733
1027,2054,1054729,5,1056788
1028,2056,1056784,5,1058845
1029,2058,1058841,5,1060904
1030,2060,1060900,5,1062965
1031,2062,1062961,5,1065028
1032,2064,1065024,5,1067093
1033,2066,1067089,5,1069160
1034,2068,1069156,5,1071229
1035,2070,1071225,5,1073300
1036,2072,1073296,5,1075373
1037,2074,1075369,5,1077448
1038,2076,1077444,5,1079525
1039,2078,1079521,5,1081604
1040,2080,1081600,5,1083685
1041,2082,1083681,5,1085768
1042,2084,1085764,5,1087853
1043,2086,1087849,5,1089940
1044,2088,1089936,5,1092029
1045,2090,1092025,5,1094120
1046,2092,1094116,5,1096213
1047,2094,1096209,5,1098308
1048,2096,1098304,5,1100405
1049,2098,1100401,5,1102504
1050,2100,1102500,5,1104605
1051,2102,1104601,5,1106708
1052,2104,1106704,5,1108813
1053,2106,1108809,5,1110920
1054,2108,1110916,5,1113029
1055,2110,1113025,5,1115140
1056,2112,1115136,5,1117253
1057,2114,1117249,5,1119368
1058,2116,1119364,5,1121485
1059,2118,1121481,5,1123604
1060,2120,1123600,5,1125725
1061,2122,1125721,5,1127848
1062,2124,1127844,5,1129973
1063,2126,1129969,5,1132100
1064,2128,1132096,5,1134229
1065,2130,1134225,5,1136360
1066,2132,1136356,5,1138493
1067,2134,1138489,5,1140628
1068,2136,1140624,5,1142765
1069,2138,1142761,5,1144904
1070,2140,1144900,5,1147045
1071,2142,1147041,5,1149188
1072,2144,1149184,5,1151333
1073,2146,1151329,5,1153480
1074,2148,1153476,5,1155629
1075,2150,1155625,5,1157780
1076,2152,1157776,5,1159933
1077,2154,1159929,5,1162088
1078,2156,1162084,5,1164245
1079,2158,1164241,5,1166404
1080,2160,1166400,5,1168565
1081,2162,1168561,5,1170728
1082,2164,1170724,5,1172893
1083,2166,1172889,5,1175060
1084,2168,1175056,5,1177229
1085,2170,1177225,5,1179400
1086,2172,1179396,5,1181573
1087,2174,1181569,5,1183748
1088,2176,1183744,5,1185925
1089,2178,1185921,5,1188104
1090,2180,1188100,5,1190285
1091,2182,1190281,5,1192468
1092,2184,1192464,5,1194653
1093,2186,1194649,5,1196840
1094,2188,1196836,5,1199029
1095,2190,1199025,5,1201220
